BORDERLANDS 4 — ACTOR NAME CATALOG
Actor file (gbxactor code) ↔ in-game display name
Generated: 2026-07-30T20:11:26.302Z
Source: references/bl4_toolbox_export/ncs/json
Total actors: 1376

Format:
  Char_* code                                   In-game name  (notes)
  Char_NPC_CityTed                              Ted  (parent Char_NPC_Gestalt)
  Char_NPC_RightJanis                           Terry  (parent Char_NPC_Gestalt)
  Char_NPC_CrimeLord                            The Boss  (parent Char_NPC_Gestalt)
  Char_NPC_HoodedLoregician                     the Lore-Singer  (parent Char_NPC_Gestalt)
  Char_NPC_DahlGruntSMG                         The Penitent Steel  (balance SMG)
  Char_NPC_TKNPC_Hologram                       Timekeeper  (parent Char_NPC)
  Char_NPC_CityLad03                            Tomo  (parent Char_NPC_Gestalt)
  Char_NPC_LightHouseKeeper_NoLegs              Topper  (parent Char_NPC_LightHouseKeeper)
  Char_NPC_Pickle                               Vault Gatherer Dave  (balance Badass)
  Char_NPC_VendingCustomer                      Vault Gatherer Scout  (parent Char_NPC_Gestalt)
  Char_NPC_VaultGatherers_William               Vault Gatherer William  (balance BossAdd)
  Char_NPC_VaultGatherers_Zink                  Vault Gatherer Zink  (balance BossAdd)
  Char_NPC_GunToter_RipperVito                  Vito  (parent Char_NPC_GunToterBadass_Male)
  Char_NPC_WatchingGee                          Watching Gee  (parent Char_NPC_Gestalt)
  Char_NPC_PrisonerBystander                    Wayward Soul  (parent Char_NPC_Gestalt)
  Char_NPC_IslandGuide_SportsAnnouncer          Wick  (parent Char_NPC_IslandGuide)
  Char_NPC_OrderDroneNPC                        Witness  (parent Char_NPC)
  Char_NPC_Yasmin                               Yasmin  (parent Char_NPC_Gestalt)
  Char_NPC_BoltInventor                         Zadra  (parent Char_NPC)
  Char_NPC_Zane                                 Zane  (parent Char_NPC)
  Char_NPC_DecoyKiller                          Zeke  (parent Char_NPC_Gestalt)

==============================================================================
ENEMIES & COMBAT ACTORS (808)
Standard enemies, elites, and combat Char_* without boss rank.
==============================================================================

  Char_GunToterPistol4Arm_Female                'Melic Plinker
  Char_GunToterPistol4Arm_Male                  'Melic Plinker
  Char_GunToterShotgun4Arm_Female               'Melic Pulper
  Char_GunToterShotgun4Arm_Male                 'Melic Pulper
  Char_GunToterAssault4Arm_Female               'Metic Rat-a-tat
  Char_GunToterAssault4Arm_Male                 'Metic Rat-a-tat
  Char_MeatheadEnrager                          'Rager Meathead  (balance Enrager)
  Char_StrikerLoot                              Acquisition Engine  (balance Loot)
  Char_BatRanged                                Acrid Kratch  (balance Ranged)
  Char_BatRanged_Guardian                       Acrid Kratch  (balance Ranged)
  Char_AI                                       AI
  Char_BatBomber                                Airstrike Kratch  (balance Bomber)
  Char_Kraggon_Alpha_Named                      Alpha Kraggon  (balance Alpha)
  Char_Thresher_Alpha_Named                     Alpha Thresher  (balance Alpha)
  Char_Robo_Totem_Arcane                        Arcane Totem
  Char_ArmyBandit_SHARED                        Army Bandit SHARED
  Char_ArmyDahl_SHARED                          Army Dahl SHARED
  Char_ArmyOrder_SHARED                         Army Order SHARED
  Char_OrderTurret_Rocket                       Artillery Turret  (balance RocketTurret)
  Char_Soldier_PlotCity2_Ascension              Ascension Eradication Armature  (balance PlotCity2_Ascension)
  Char_Leader_PlotCity2_Ascension               Ascension Judge  (balance PlotCity2_Ascension)
  Char_GunShipAssault                           Assault GunShip  (balance Assault)
  Char_Auger_OrdiniteInfused                    Auger Ordinite Infused  (balance Corrupt)
  Char_AugerSuicide                             Auger Suicide
  Char_AugerSuicide_Female                      Auger Suicide Female  (balance Auger_Suicide)
  Char_AugerSuicide_Male                        Auger Suicide Male  (balance Auger_Suicide)
  Char_AugerSuicide_Male_BossAdd                Auger Suicide Male Boss Add  (balance Auger_Suicide_BossAdd)
  Char_Gadget_AutoTurret_Base                   Auto Turret  (balance Basic)
  Char_MissionsTurret_Chaingun                  Auto-Turret  (balance MissionTurret)
  Char_Psycho_HovercartRiderTrio                Baby Grunt
  Char_PsychoBadass4Arm                         Badass 'Melic Psycho  (balance Badass4Arm)
  Char_Robo_Totem_Angry_Badass                  Badass Angry Totem
  Char_DroneBadass                              Badass Attestor  (balance Badass)
  Char_GunToterHeavy_Male                       Badass Cannoner  (balance Heavy)
  Char_Robo_Totem_Chaos                         Badass Chaos Totem
  Char_CreepBadass                              Badass Creep  (balance Badass)
  Char_StrikerBadass                            Badass Domination Engine  (balance Badass)
  Char_Robo_Totem_Draining_Badass               Badass Draining Totem
  Char_SoldierBadass                            Badass Eradication Armature  (balance Badass)
  Char_Robo_Totem_Flame_Badass                  Badass Flame Totem
  Char_Robo_Totem_Frozen_Badass                 Badass Frozen Totem
  Char_DarkSiren_PhaseShard_PhaseClone_GrimReaper_Badass  Badass Grim Reaper
  Char_BruteBadass                              Badass Hulkhead  (balance Badass)
  Char_LeaderBadass                             Badass Judge  (balance LeaderBadass)
  Char_BatMother                                Badass Kratch  (balance Badass)
  Char_ScavPsychoBadass                         Badass Lunatic
  Char_CatBadass                                Badass Mangler  (balance Badass)
  Char_MeatheadBadass                           Badass Meathead  (balance Badass)
  Char_Robo_Totem_Mortar_Badass                 Badass Mortar Totem
  Char_PangolinBadassMount                      Badass Pango Mount  (balance MountBadass)
  Char_PangolinBadass                           Badass Pangolin  (balance Badass)
  Char_ScavSplice_Badass                        Badass Plug  (balance SpiderBadass)
  Char_PsychoBadass                             Badass Psycho  (balance Badass)
  Char_QueenGuard_MeatheadBadass                Badass Queen's Meathead
  Char_GunToterBadass_Male                      Badass Rat-a-tat  (balance Badass)
  Char_DarkSiren_PhaseShard_PhaseClone_Reaper_Badass  Badass Reaper
  Char_BeastBadass                              Badass Savagehorn  (balance Badass)
  Char_ScavGunToterBadass                       Badass Scav  (balance Badass)
  Char_ThresherFlyingBadass                     Badass Skydrift Thresher  (balance FlyingBadass)
  Char_DarkSiren_PhaseShard_PhaseClone_Specter_Badass  Badass Specter
  Char_SpliceSpider                             Badass Splider  (balance SpiderBadass)
  Char_ThresherBadass                           Badass Thresher  (balance Badass)
  Char_BeastBadassMount                         Badass Warhorn  (balance BadassMount)
  Char_GruntBadass                              Badass Watchman  (balance Badass)
  Char_GunToterRiderBadass_Male                 Badass Wrangler  (balance RiderBadass)
  Char_BanditTurret_Rocket                      Bandit Turret Rocket  (balance RocketTurret)
  Char_BanditTurret_RocketAttachable            Bandit Turret Rocket Attachable  (balance RocketTurret)
  Char_BanditTurret_ShoulderChaingun            Bandit Turret Shoulder Chaingun  (balance ShoulderChaingun)
  Char_BanditTurret_Chaingun                    Bang Bang Turret  (balance ChaingunTurret)
  Char_BanditTurret_ChaingunAttachable          Bang Bang Turret  (balance ChaingunTurret)
  Char_Bat_SHARED                               Bat (spawn Char_BatBasic instead)
  Char_BatBasic_CrazyEarl                       Bat Basic Crazy Earl
  Char_BatBasic_MountGuard                      Bat Basic Mount Guard  (balance BatBasic)
  Char_BatDiver_MountGuard                      Bat Diver Mount Guard  (balance BatDiver)
  Char_Beast_Abduction_Basic                    Beast Abduction Basic
  Char_Beast_Abduction_Calf                     Beast Abduction Calf
  Char_Beast_SHARED                             Beast SHARED
  Char_Cat_CattieCrew_BigBags                   Big Bags
  Char_BigBossClone                             Big Boss Clone
  Char_Scav_HeavySplice_Upper_Boss              Big Oil  (balance HeavySplice)
  Char_Soldier_SideGrass_SolarGuard             Big Orange Hothead
  Char_MeatHead_MeatheadSinger                  Big Suck  (balance MeatheadSinger)
  Char_BruteBioArmor                            Bio Armored Bulkhead
  Char_Brute_SideCity_Gassy                     Bio-Armored Defender  (balance SideCity_Gassy)
  Char_Thresher_BioArmoredBig                   Bio-Thresher Omega  (balance Thresher_BioArmorBig)
  Char_CatBloated                               Bloated Mangler  (balance Bloated)
  Char_Kraggon_Nightmare                        Bloodstone Kraggon  (balance Eridium)
  Char_CreepSuicide                             Bloom Creep  (balance Basic)
  Char_Psycho_SideMount_TMJake                  Bomb Squad Jake  (balance TeamMissile)
  Char_Psycho_SideMount_TMJose                  Bomb Squad Josey
  Char_BanditTurret_SHARED                      Boom Turret
  Char_SpliceSuicide                            Boom-Boom  (balance Suicide)
  Char_Botpopper_RocketAttachable               Botpopper Rocket Attachable  (balance BotPopperRockets)
  Char_Psycho_AugerF                            Brainwashed Auger
  Char_Psycho_AugerM                            Brainwashed Auger
  Char_SoldierShotgun                           Breach Armature  (balance Shotgun)
  Char_SpliceMelee                              Breaker  (balance Melee)
  Char_GunToter_ScrapyardLeaders                Brenda  (balance ScrapyardLeaders)
  Char_BeastGlob                                Bronkhorn  (balance Glob)
  Char_Drone_SideShatterlands_Broomba           Broomba  (balance Broomba)
  Char_Kraggon_Bruley_A_Named                   Bru
  Char_Kraggon_Bruley_B_Named                   Bruley
  Char_Brute_SHARED                             Brute (spawn Char_BruteBasic instead)
  Char_BruteBadass_Raid2                        Brute Badass Raid2  (balance BruteBadass)
  Char_Brute_SideShatter_Boss_Electi            Brute Electi  (balance SideShatterlands_Electi)
  Char_BruteMini_BossAdd                        Brute Mini Boss Add  (balance MiniBossAdd)
  Char_BruteMissle_Raid2                        Brute Missle Raid2
  Char_BruteBasic                               Bulkhead  (balance Basic)
  Char_CatCharger                               Bullfin Mangler  (balance Charger)
  Char_Beast_Burro                              Burro  (balance Burro)
  Char_PhalanxLoot                              Bursar  (balance Loot)
  Char_Psycho_VaultGatherDave                   Buster
  Char_BeastCalf                                Calfhorn  (balance Baby)
  Char_BeastCalf_Grapple                        Calfhorn  (balance Baby)
  Char_Cat_CattieCrew_Capitaine                 Capitaine
  Char_PhalanxTownCap                           Captain Kuzma  (balance TownCap)
  Char_GruntRevolution                          Captain Nickle
  Char_Cat_Abduction_Young                      Cat Abduction Young
  Char_CatAdult_Intro                           Cat Adult Intro
  Char_Cat_SHARED                               Cat SHARED
  Char_GunToter_CannonMasterAR                  Catapult Master Andersen  (balance CannonMasters)
  Char_GunToter_CannonMasterShotgun             Catapult Master Anderson  (balance CannonMasters)
  Char_GunToter_CannonMasterSMG                 Catapult Master Andersun  (balance CannonMasters)
  Char_Psycho_CattieKatson                      Catie Katson  (balance CattieKatson)
  Char_Cello_AugerMelee                         Cello Auger Melee
  Char_Cello_AugerMelee_Female                  Cello Auger Melee Female
  Char_Cello_AugerMelee_Male                    Cello Auger Melee Male
  Char_Cello_AugerMelee_Male_BossAdd            Cello Auger Melee Male Boss Add  (balance Auger_Melee_BossAdd)
  Char_Phalanx_SideGrass_Survivalist            Chugs
  Char_CIN_DahlNMGrunt_Headless_Standin         CIN Dahl NMGrunt Headless Standin
  Char_CIN_DahlNMGrunt_Melee_01                 CIN Dahl NMGrunt Melee 01  (balance NightmareCadaver)
  Char_CIN_DahlNMGrunt_Melee_02                 CIN Dahl NMGrunt Melee 02  (balance NightmareCadaver)
  Char_CIN_DahlNMGrunt_Rifle_01                 CIN Dahl NMGrunt Rifle 01  (balance NightmareCadaver)
  Char_CIN_DahlNMGrunt_Rifle_02                 CIN Dahl NMGrunt Rifle 02  (balance NightmareCadaver)
  Char_CIN_DahlNMGrunt_SMGHeadless              CIN Dahl NMGrunt SMGHeadless  (balance NightmareCadaver)
  Char_CIN_DahlNMTorso_Spider                   CIN Dahl NMTorso Spider
  Char_LeaderElite                              Clarion Warden  (balance LeaderElite)
  Char_ThresherPuller                           Clawed Thresher  (balance Puller)
  Char_ColonelOatmeal                           Colonel Oatmeal  (balance None)
  Char_StrikerOrson                             Colonel Orson  (balance Orson)
  Char_ColossalUberLeaderLeader_Raid2           Colossal Uber Leader Leader Raid2  (balance ColossalUberLeader)
  Char_CombatCommode                            Combat Commode  (balance CombatCommode)
  Char_GruntFreedom                             Commander Rufford  (balance Freedom)
  Char_LeaderLoot                               Confiscator Warden  (balance LeaderLoot)
  Char_GunShipBomber                            Conqueror  (balance Bomber)
  Char_ScavSpliceHelo                           Copter Plug
  Char_DroneKeeper_MiniDrone                    Corroborating Witness  (balance MiniDrone)
  Char_GunToter_SiblingRivalry_Crankus          Crankus
  Char_CrazyEarl_Boss_Replay                    Crazy Earl Boss Replay  (balance CrazyEarl_Replay)
  Char_CreepBasic                               Creep  (balance Basic)
  Char_CreepBadass_Raid1                        Creep Badass Raid1
  Char_CreepBasicCorrupt_Raid1                  Creep Basic Corrupt Raid1  (balance BasicCorrupt)
  Char_CreepBasic_ForBadass                     Creep Basic For Badass
  Char_CreepBasic_Raid1                         Creep Basic Raid1
  Char_CreepHydro_GrassGuard                    Creep Hydro Grass Guard  (balance CreepHydro)
  Char_CreepLeaper_Raid1                        Creep Leaper Raid1
  Char_CreepRaid1_Crystal01                     Creep Raid1 Crystal01  (balance BossCrystal)
  Char_Creep_SHARED                             Creep SHARED
  Char_CreepSolar_GrassGuard                    Creep Solar Grass Guard  (balance CreepSolar)
  Char_CreepSpitter_Raid1                       Creep Spitter Raid1  (balance Spitter)
  Char_CreepThorn_GrassGuard                    Creep Thorn Grass Guard  (balance CreepThorn)
  Char_CreepThorn_Raid1                         Creep Thorn Raid1  (balance Thorn)
  Char_CreepThornShield_Raid1                   Creep Thorn Shield Raid1  (balance ThornShield)
  Char_CreepTim_Flamethrower                    Creep Tim Flamethrower  (balance Tim_Flamethrower)
  Char_Kraggon_Bruley_C_Named                   Creme Bru-lée
  Char_Psycho_PsychoSinger                      Crunch Tongue  (balance PsychoSinger)
  Char_Brute_Vault_Shatt_Badass                 Crushing Depth
  Char_Phalanx_OrdiniteInfused                  Crystallized Phalanx  (balance Phalanx_OrdiniteInfused)
  Char_Psycho_Zanzibart                         Cursed Myrmidon of the Cruel Dawn  (balance Zanzibart)
  Char_DahlFather_Boss_Replay                   Dahl Father Boss Replay  (balance DahlFather_Replay)
  Char_DahlGruntBadass_Flying                   Dahl Grunt Badass Flying  (balance FlyingBadass)
  Char_DahlGrunt_DeadSquadmate1_Named           Dahl Grunt Dead Squadmate1 Named  (balance DeadSquad)
  Char_DahlGrunt_DeadSquadmate2_Named           Dahl Grunt Dead Squadmate2 Named  (balance DeadSquad)
  Char_DahlGrunt_DeadSquadmate3_Named           Dahl Grunt Dead Squadmate3 Named  (balance DeadSquad)
  Char_DahlGrunt_DeadSquadmate4_Named           Dahl Grunt Dead Squadmate4 Named  (balance DeadSquad)
  Char_DahlGrunt_DeadSquadmate5_Named           Dahl Grunt Dead Squadmate5 Named  (balance DeadSquad)
  Char_DahlGruntEngineer                        Dahl Grunt Engineer  (balance Engineer)
  Char_DahlGrunt_EngineerShieldGenerator        Dahl Grunt Engineer Shield Generator  (balance SingularityTrap)
  Char_DahlGruntLaser                           Dahl Grunt Laser  (balance Laser)
  Char_DahlGruntLaser_BossAdd                   Dahl Grunt Laser Boss Add  (balance DahlSoldierBossAdd)
  Char_DahlGruntMedic                           Dahl Grunt Medic  (balance Medic)
  Char_DahlGruntSergeant                        Dahl Grunt Sergeant  (balance Sergeant)
  Char_DahlGruntSergeant_BossAdd                Dahl Grunt Sergeant Boss Add  (balance DahlSoldierBossAdd)
  Char_DahlGruntSMG_BossAdd                     Dahl Grunt SMG Boss Add  (balance DahlSoldierBossAdd)
  Char_DahlGruntSMG_Flying                      Dahl Grunt SMG Flying  (balance Aerialist)
  Char_DahlGruntSniper                          Dahl Grunt Sniper  (balance Sniper)
  Char_DahlGruntSprayer                         Dahl Grunt Sprayer  (balance Sprayer)
  Char_DahlGruntSprayer_BossAdd                 Dahl Grunt Sprayer Boss Add  (balance DahlSoldierBossAdd)
  Char_DahlMech_Armored                         Dahl Mech Armored  (balance Armored)
  Char_DahlMech_Badass                          Dahl Mech Badass  (balance Badass)
  Char_DahlMech_BadassMelee                     Dahl Mech Badass Melee  (balance BadassMelee)
  Char_DahlMech_EMPSuit                         Dahl Mech EMPSuit  (balance EMP)
  Char_DahlMech_Melee                           Dahl Mech Melee  (balance Melee)
  Char_DahlMech_Mission02_BossMini_Replay       Dahl Mech Mission02 Boss Mini Replay  (balance Mission02_Replay)
  Char_DahlMech_Rocket                          Dahl Mech Rocket  (balance Rocket)
  Char_DahlMech_SHARED                          Dahl Mech SHARED
  Char_DahlMech_Suicide                         Dahl Mech Suicide  (balance Suicide)
  Char_DahlNMGrunt_Legs                         Dahl NMGrunt Legs  (balance NightmareLegs)
  Char_DahlNMGrunt_Melee                        Dahl NMGrunt Melee  (balance NightmareCadaver)
  Char_DahlNMGrunt_Melee_BossAdd                Dahl NMGrunt Melee Boss Add  (balance DahlNightmareBossAdd)
  Char_DahlNMGrunt_Melee_DahlFather             Dahl NMGrunt Melee Dahl Father  (balance NMGrunt_Melee)
  Char_DahlNMGrunt_SMGHeadless                  Dahl NMGrunt SMGHeadless  (balance NightmareCadaver)
  Char_DahlNMGrunt_SMGHeadless_BossAdd          Dahl NMGrunt SMGHeadless Boss Add  (balance DahlNightmareBossAdd)
  Char_DahlNMGrunt_SMGHeadless_DahlFather       Dahl NMGrunt SMGHeadless Dahl Father  (balance NMGrunt_SMG_Headless)
  Char_DahlNMTorso                              Dahl NMTorso  (balance NightmareTorso)
  Char_DahlNMTorso_Badass                       Dahl NMTorso Badass
  Char_DahlNMTorso_BadassFlier                  Dahl NMTorso Badass Flier
  Char_DahlNMTorso_BadassFlier_Helo             Dahl NMTorso Badass Flier Helo
  Char_DahlNMTorso_Badass_Helo                  Dahl NMTorso Badass Helo
  Char_DahlNMTorso_BossAdd                      Dahl NMTorso Boss Add  (balance DahlNightmareBossAdd)
  Char_DahlNMTorso_Engineer                     Dahl NMTorso Engineer
  Char_DahlNMTorso_Engineer_Helo                Dahl NMTorso Engineer Helo
  Char_DahlNMTorso_Flier                        Dahl NMTorso Flier
  Char_DahlNMTorso_Flier_Helo                   Dahl NMTorso Flier Helo
  Char_DahlNMTorso_Helo                         Dahl NMTorso Helo  (balance NightmareTorso)
  Char_DahlNMTorso_Helo_DahlFather              Dahl NMTorso Helo Dahl Father  (balance NMGrunt_Torso_Helo)
  Char_DahlNMTorso_Laser                        Dahl NMTorso Laser
  Char_DahlNMTorso_Laser_Helo                   Dahl NMTorso Laser Helo
  Char_DahlNMTorso_Medic                        Dahl NMTorso Medic
  Char_DahlNMTorso_Medic_Helo                   Dahl NMTorso Medic Helo
  Char_DahlNMTorso_Sergeant                     Dahl NMTorso Sergeant
  Char_DahlNMTorso_Sergeant_Helo                Dahl NMTorso Sergeant Helo
  Char_DahlNMTorso_Sniper                       Dahl NMTorso Sniper
  Char_DahlNMTorso_Sniper_Helo                  Dahl NMTorso Sniper Helo
  Char_DahlNMTorso_Spider                       Dahl NMTorso Spider  (balance NightmareTorso)
  Char_DahlNMTorso_Spider_BossAdd               Dahl NMTorso Spider Boss Add  (balance DahlNightmareBossAdd)
  Char_DahlNMTorso_SpiderLegsOnly               Dahl NMTorso Spider Legs Only  (balance NightmareTorso)
  Char_DahlNMTorso_SpiderLegsOnly_BossAdd       Dahl NMTorso Spider Legs Only Boss Add  (balance DahlNightmareBossAdd)
  Char_DahlNMTorso_Sprayer                      Dahl NMTorso Sprayer
  Char_DahlNMTorso_Sprayer_Helo                 Dahl NMTorso Sprayer Helo
  Char_DahlTurret_Chaingun                      Dahl Turret Chaingun  (balance ChaingunTurret)
  Char_DahlTurret_Rocket                        Dahl Turret Rocket
  Char_DahlGrunt_SHARED                         DahlGrunt (spawn Char_DahlGruntSMG instead)
  Char_DahlMechBasic                            DahlMech (spawn Char_DahlMechBasic instead)  (balance Basic)
  Char_ThresherRancher_Female                   Daisy  (balance Rancher_Female)
  Char_DahlGruntBadass                          Damned Legion Curse  (balance RocketBadass)
  Char_DarkSiren                                Dark Siren
  Char_Kraggon_EldritchSpawn                    Dark Spawn  (balance EldritchSpawn)
  Char_DefectSuicide                            Defect  (balance Suicide)
  Char_DefectSuicide_Electi_BossAdd             Defect  (balance Suicide)
  Char_Defect_SHARED                            Defect (spawn Char_DefectBasic instead)
  Char_GunShipDisintegrator                     Disintegrator  (balance Disintegrator)
  Char_DNMGrunt_Mission04_BossMini_Replay       DNMGrunt Mission04 Boss Mini Replay  (balance Mission04_Replay)
  Char_Robo_Totem_Base                          Draining Totem
  Char_Drone_SHARED                             Drone (spawn Char_DroneBasic instead)  (balance Basic)
  Char_DroneBasic_Intro                         Drone Basic Intro  (balance Intro)
  Char_DroneBasic_PrisonBuddyBossAdd            Drone Basic Prison Buddy Boss Add
  Char_DroneMiniMine                            Drone Mini Mine
  Char_DroneRepair_Raid2                        Drone Repair Raid2  (balance None)
  Char_DroneShield_Raid2                        Drone Shield Raid2  (balance Eyeball)
  Char_DroneSparring_Raid2                      Drone Sparring Raid2  (balance SparringDrone)
  Char_Phalanx_Drill_Boss_DumpsterDiver         Dumpster Diver Phalanx  (balance Drill_Boss_DumpsterDiver)
  Char_Psycho_Drill_Boss_DumpsterDiver          Dumpster Diver Psycho  (balance Drill_Boss_DumpsterDiver)
  Char_Psycho_TwoHead                           Eddy 'Four-Eyes' Swoszowski  (balance 2HeadPsycho)
  Char_Robo_Totem_Effigy                        Effigy Totem
  Char_GunToter_ScrapyardLeadersDuo             Eleri
  Char_PhalanxBasicAlwaysFrenzied               Elite Phalanx
  Char_PhalanxMeleeAlwaysFrenzied               Elite Zeker  (balance MeleeAlwaysFrenzied)
  Char_Cat_CattieCrew_Elizabeth                 Elizabeth
  Char_Enemy                                    Enemy
  Char_EngineerWormholeTrap                     Engineer Wormhole Trap  (balance SingularityTrap)
  Char_PhalanxCraneOperator                     Erector Ed  (balance CraneOperator)
  Char_DroneLoot                                Evidence-Hiding Witness  (balance Loot)
  Char_ExoSoldier                               Exo-Soldier
  Char_Creep_SideCity_ExperimentB               Experiment 1709  (balance SideCity_ExperimentB)
  Char_Creep_SideCity_ExperimentA               Experiment 42  (balance SideCity_ExperimentA)
  Char_DroneConstructor                         Fabricating Witness  (balance Constructor)
  Char_Leader_SideCity_Irradiator               Facility Director  (balance SideCity_Irradiator)
  Char_GunToterSniper_Male                      Farshot  (balance Sniper)
  Char_PsychoFirebrand                          Firebrand  (balance Firebrand)
  Char_ScavPsychoFirebrand                      Firebrand Lunatic
  Char_Robo_Totem_Flame                         Flame Totem
  Char_CatYoung_Intro                           Fledgling Mangler
  Char_CreepHydro                               Flora Creep  (balance Better)
  Char_Phalanx_SideCity_Dooly                   Foreman Herman  (balance Dooly)
  Char_PLD_ForgeWeapon_Axe                      Forge Axe
  Char_PLD_ForgeWeapon_Hammer                   Forge Hammer
  Char_PLD_ForgeWeapon_Sword                    Forge Sword
  Char_PLD_ForgeWeapon_Base                     Forge Weapon
  Char_Paladin                                  Forgeknight
  Char_Creep_BitterblightAdd                    Frostblight  (balance BitterblightAdd)
  Char_Thresher_FrozenBadass                    Frozen Thresher  (balance Thresher_FrozenBadass)
  Char_Robo_Totem_Frozen                        Frozen Totem
  Char_BanditTurret_Flamethrower                Fwoosh Turret  (balance FlamethrowerTurret)
  Char_BanditTurret_FlamethrowerAttachable      Fwoosh Turret  (balance FlamethrowerTurret)
  Char_Gadget_AutoTurret_Floating               Gadget Auto Turret Floating
  Char_TED_SideMount_TheSmaller                 Gatatat  (balance SideMount_PEW_TheSmaller)
  Char_BruteLoot                                Gearhead  (balance Loot)
  Char_Drone_SideShatterlands_ConGenIVIV        GenIVIV Constructor Drone  (balance ConGenIVIV)
  Char_Leader_Vault_Mount_Badass                Genuflex
  Char_Drone_MercenaryDay                       Gift Delivery Drone  (balance BossAdd)
  Char_SpliceLoot                               Gilded Splice  (balance Loot)
  Char_DroneTurret                              Glaring Witness  (balance Turret)
  Char_PangolinLoot                             Golden Pangolin  (balance Loot)
  Char_BanditTurret_ShoulderRocket              Gorezooka  (balance ShoulderRocket)
  Char_Gravitar                                 Gravitar
  Char_OrderTurretGravity                       Gravity Mine  (balance SingularityTrap)
  Char_Brute_Vault_Grass_Badass                 Great Void
  Char_DarkSiren_PhaseShard_PhaseClone_GrimReaper  Grim Reaper
  Char_GruntAssault_GrassBoss                   Grunt Assault Grass Boss  (balance Grunt_Assault)
  Char_GruntPistol_GrassBoss                    Grunt Pistol Grass Boss  (balance Grunt_Pistol)
  Char_GruntShotgun_GrassBoss                   Grunt Shotgun Grass Boss  (balance Grunt_Shotgun)
  Char_GruntSMG_BossAdd                         Grunt SMG Boss Add  (balance BossAdd)
  Char_GruntSMG_GrassBoss                       Grunt SMG Grass Boss  (balance Grunt_SMG)
  Char_GruntPistol                              Grunt Watchman  (balance Pistol)
  Char_GruntPistol_BossAdd                      Grunt Watchman  (balance BossAdd)
  Char_GunAuger_Assault_Male                    Gun Auger Assault Male  (balance Assault)
  Char_GunAuger_Pistol_Female                   Gun Auger Pistol Female  (balance Pistol)
  Char_GunAuger_Shotgun_Male                    Gun Auger Shotgun Male  (balance Shotgun)
  Char_GunToterAssault                          Gun Toter Assault
  Char_GunToterAssault_4Arm                     Gun Toter Assault 4Arm
  Char_GunToterAssault_Female                   Gun Toter Assault Female
  Char_GunToterBadass                           Gun Toter Badass
  Char_GunToterBadass_Female                    Gun Toter Badass Female
  Char_GunToterCorrupt                          Gun Toter Corrupt
  Char_GunToterCorrupt_Female                   Gun Toter Corrupt Female
  Char_GunToterHeavy                            Gun Toter Heavy
  Char_GunToterHeavy_Female                     Gun Toter Heavy Female
  Char_GunToterLoot                             Gun Toter Loot
  Char_GunToterLoot_Female                      Gun Toter Loot Female
  Char_GunToterMale_OrdiniteCarrier             Gun Toter Male Ordinite Carrier  (balance GunToter_OrdiniteCarrier)
  Char_GunToterMale_OrdiniteInfused             Gun Toter Male Ordinite Infused  (balance GunToter_OrdiniteInfused)
  Char_GunToterPistol                           Gun Toter Pistol
  Char_GunToterPistol_4Arm                      Gun Toter Pistol 4Arm
  Char_GunToterPistol_Female                    Gun Toter Pistol Female
  Char_GunToterRider                            Gun Toter Rider
  Char_GunToterRiderBadass                      Gun Toter Rider Badass
  Char_GunToterRiderBadass_Female               Gun Toter Rider Badass Female
  Char_GunToterRider_Female                     Gun Toter Rider Female
  Char_GunToterShotgun                          Gun Toter Shotgun
  Char_GunToterShotgun_4Arm                     Gun Toter Shotgun 4Arm
  Char_GunToterShotgun_Female                   Gun Toter Shotgun Female
  Char_GunToterSmall                            Gun Toter Small
  Char_GunToterSmall_Female                     Gun Toter Small Female
  Char_GunToterSMG                              Gun Toter SMG
  Char_GunToterSMG_4Arm                         Gun Toter SMG 4Arm
  Char_GunToterSMG_BossAdd                      Gun Toter SMG Boss Add  (balance BossAdd)
  Char_GunToterSMG_Female                       Gun Toter SMG Female
  Char_GunToterSniper                           Gun Toter Sniper
  Char_GunToterSniper_Female                    Gun Toter Sniper Female
  Char_GunToterSniper_NoMove                    Gun Toter Sniper No Move
  Char_GunToterSniperStill_Female               Gun Toter Sniper Still Female
  Char_GunToterSniperStill_Male                 Gun Toter Sniper Still Male
  Char_GunShip_SHARED                           GunShip (spawn Char_GunShipBasic instead)
  Char_Cat_CattieCrew_Gunter                    Gunter
  Char_GunToter_SHARED                          GunToter (spawn Char_GunToterSMG instead)
  Char_BruteShield                              Hammerhead  (balance Shield)
  Char_Meathead_OrdiniteInfused_MiniBoss_Clone  Healthy Shard Meatball  (balance Meathead_OrdiniteInfused_MiniBoss_Clone)
  Char_SoldierLoot                              High-Value Armature  (balance Loot)
  Char_BeastHiveBack                            Hivehorn  (balance Hiveback)
  Char_Phalanx_PlotShatter3_HoleyMoley          Holey Moley  (balance HoleyMoley)
  Char_CreepHive                                Honeycomb Creep  (balance Better)
  Char_SpliceHunted                             Horatio  (balance SpliceHunter)
  Char_DarkSiren_PhaseFamiliar_Illusion         Illusion
  Char_DroneBasic_BossAdd                       Impartial Observer  (balance BossAdd)
  Char_StrikerCloak                             Infiltration Engine  (balance Cloak)
  Char_ScavOutlaw_SHARED                        INVALID (spawn Char_ScavOutlawBasic instead)
  Char_Grunt_SHARED                             INVALID CHARACTER DEF
